session_id,timestamp,source_path,action,human_label,label_index,label_folder,dest_path
20251231_210351,2025-12-31T21:24:09,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (271).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (271).jpg
20251231_210351,2025-12-31T21:24:13,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (272).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (272).jpg
20251231_210351,2025-12-31T21:24:15,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (273).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (273).jpg
20251231_210351,2025-12-31T21:24:17,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (274).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (274).jpg
20251231_210351,2025-12-31T21:24:32,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (275).jpg,label,6,5,class_06_three_axle_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_06_three_axle_single_unit\Car (275).jpg
20251231_210351,2025-12-31T21:24:34,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (276).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (276).jpg
20251231_210351,2025-12-31T21:24:36,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (277).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (277).jpg
20251231_210351,2025-12-31T21:24:39,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (278).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (278).jpg
20251231_210351,2025-12-31T21:24:40,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (279).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (279).jpg
20251231_210351,2025-12-31T21:24:42,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (28).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (28).jpg
20251231_210351,2025-12-31T21:24:43,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (280).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (280).jpg
20251231_210351,2025-12-31T21:25:02,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (281).jpg,label,3,2,class_03_four_tire_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_03_four_tire_single_unit\Car (281).jpg
20251231_210351,2025-12-31T21:25:06,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (282).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (282).jpg
20251231_210351,2025-12-31T21:25:09,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (283).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (283).jpg
20251231_210351,2025-12-31T21:25:10,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (284).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (284).jpg
20251231_210351,2025-12-31T21:25:12,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (285).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (285).jpg
20251231_210351,2025-12-31T21:25:13,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (286).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (286).jpg
20251231_210351,2025-12-31T21:25:17,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (287).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (287).jpg
20251231_210351,2025-12-31T21:25:18,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (288).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (288).jpg
20251231_210351,2025-12-31T21:25:20,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (289).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (289).jpg
20251231_210351,2025-12-31T21:25:21,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (29).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (29).jpg
20251231_210351,2025-12-31T21:25:22,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (290).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (290).jpg
20251231_210351,2025-12-31T21:25:24,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (291).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (291).jpg
20251231_210351,2025-12-31T21:25:24,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (292).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (292).jpg
20251231_210351,2025-12-31T21:25:27,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (293).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (293).jpg
20251231_210351,2025-12-31T21:25:29,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (294).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (294).jpg
20251231_210351,2025-12-31T21:25:30,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (295).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (295).jpg
20251231_210351,2025-12-31T21:25:32,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (296).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (296).jpg
20251231_210351,2025-12-31T21:25:33,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (297).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (297).jpg
20251231_210351,2025-12-31T21:25:36,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (298).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (298).jpg
20251231_210351,2025-12-31T21:25:43,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (299).jpg,label,5,4,class_05_two_axle_six_tire_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_05_two_axle_six_tire_single_unit\Car (299).jpg
20251231_210351,2025-12-31T21:25:44,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (3).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (3).jpg
20251231_210351,2025-12-31T21:25:46,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (30).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (30).jpg
20251231_210351,2025-12-31T21:26:03,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (300).jpg,label,5,4,class_05_two_axle_six_tire_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_05_two_axle_six_tire_single_unit\Car (300).jpg
20251231_210351,2025-12-31T21:26:05,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (301).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (301).jpg
20251231_210351,2025-12-31T21:26:07,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (302).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (302).jpg
20251231_210351,2025-12-31T21:26:09,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (303).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (303).jpg
20251231_210351,2025-12-31T21:26:11,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (304).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (304).jpg
20251231_210351,2025-12-31T21:26:15,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (305).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (305).jpg
20251231_210351,2025-12-31T21:26:20,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (306).jpg,label,3,2,class_03_four_tire_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_03_four_tire_single_unit\Car (306).jpg
20251231_210351,2025-12-31T21:26:48,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (307).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (307).jpg
20251231_210351,2025-12-31T21:26:51,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (308).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (308).jpg
20251231_210351,2025-12-31T21:26:52,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (309).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (309).jpg
20251231_210351,2025-12-31T21:26:54,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (31).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (31).jpg
20251231_210351,2025-12-31T21:26:57,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (310).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (310).jpg
20251231_210351,2025-12-31T21:26:59,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (311).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (311).jpg
20251231_210351,2025-12-31T21:27:41,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (312).jpg,label,7,6,class_07_four_or_more_axle_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_07_four_or_more_axle_single_unit\Car (312).jpg
20251231_210351,2025-12-31T21:27:43,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (313).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (313).jpg
20251231_210351,2025-12-31T21:27:44,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (314).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (314).jpg
20251231_210351,2025-12-31T21:27:47,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (315).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (315).jpg
20251231_210351,2025-12-31T21:27:49,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (316).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (316).jpg
20251231_210351,2025-12-31T21:27:51,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (317).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (317).jpg
20251231_210351,2025-12-31T21:27:54,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (318).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (318).jpg
20251231_210351,2025-12-31T21:27:55,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (319).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (319).jpg
20251231_210351,2025-12-31T21:27:57,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (32).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (32).jpg
20251231_210351,2025-12-31T21:27:57,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (320).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (320).jpg
20251231_210351,2025-12-31T21:27:59,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (321).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (321).jpg
20251231_210351,2025-12-31T21:28:00,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (322).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (322).jpg
20251231_210351,2025-12-31T21:28:02,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (323).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (323).jpg
20251231_210351,2025-12-31T21:28:08,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (324).jpg,label,6,5,class_06_three_axle_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_06_three_axle_single_unit\Car (324).jpg
20251231_210351,2025-12-31T21:28:26,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (325).jpg,label,8,7,class_08_four_or_less_axle_single_trailer,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_08_four_or_less_axle_single_trailer\Car (325).jpg
20251231_210351,2025-12-31T21:32:39,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (326).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (326).jpg
20251231_210351,2025-12-31T21:32:49,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (327).jpg,label,9,8,class_09_five_axle_tractor_semitrailer,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_09_five_axle_tractor_semitrailer\Car (327).jpg
20251231_210351,2025-12-31T21:32:51,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (328).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (328).jpg
20251231_210351,2025-12-31T21:32:59,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (329).jpg,label,5,4,class_05_two_axle_six_tire_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_05_two_axle_six_tire_single_unit\Car (329).jpg
20251231_210351,2025-12-31T21:33:01,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (33).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (33).jpg
20251231_210351,2025-12-31T21:33:10,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (330).jpg,skip,,,,
20251231_210351,2025-12-31T21:33:12,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (331).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (331).jpg
20251231_210351,2025-12-31T21:33:23,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (332).jpg,label,5,4,class_05_two_axle_six_tire_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_05_two_axle_six_tire_single_unit\Car (332).jpg
20251231_210351,2025-12-31T21:33:25,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (333).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (333).jpg
20251231_210351,2025-12-31T21:33:30,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (334).jpg,label,5,4,class_05_two_axle_six_tire_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_05_two_axle_six_tire_single_unit\Car (334).jpg
20251231_210351,2025-12-31T21:33:33,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (335).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (335).jpg
20251231_210351,2025-12-31T21:33:36,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (336).jpg,label,3,2,class_03_four_tire_single_unit,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_03_four_tire_single_unit\Car (336).jpg
20251231_210351,2025-12-31T21:33:37,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (337).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (337).jpg
20251231_210351,2025-12-31T21:33:39,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (338).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (338).jpg
20251231_210351,2025-12-31T21:33:41,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (339).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (339).jpg
20251231_210351,2025-12-31T21:33:42,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (34).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (34).jpg
20251231_210351,2025-12-31T21:33:44,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (340).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (340).jpg
20251231_210351,2025-12-31T21:33:45,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (341).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (341).jpg
20251231_210351,2025-12-31T21:33:46,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (342).jpg,label,2,1,class_02_passenger_car,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\class_02_passenger_car\Car (342).jpg
20251231_210351,2025-12-31T21:33:50,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\inbox\archive\Vehicles\Cars\Car (343).jpg,reject,,,reject,c:\Users\amrem\Documents\Engineering Year 4\Machine Learning\Project\Vehicle-Classification\data\raw\reject\Car (343).jpg
